Ori_x,Ori_y,Ori_z,Ori_w,Pos_x,Pos_y,Pos_z,Obj_Pos_x,Obj_Pos_y,Obj_Pos_z,Label
0.012072,0.707014,-0.011184,0.707009,-0.037861,-0.424948,0.914342,0.029455,-0.596925,0.729184,0
0.002234,0.70709,-0.001342,0.707118,-0.00941,-0.471888,0.906721,-0.037154,-0.463797,0.522307,0
0.004424,0.707246,-0.003506,0.706945,-0.020421,-0.460502,0.919403,-0.035975,-0.464898,0.469352,0
0.000718,0.707089,3.5e-05,0.707125,-0.016921,-0.454128,0.881678,0.040814,-0.495172,0.596435,0
-0.004909,0.707296,0.006018,0.706875,-0.031642,-0.487755,0.936867,-0.035174,-0.457218,0.513299,0
0.012572,0.707073,-0.01151,0.706935,0.000259,-0.468719,0.90325,-0.065128,-0.466226,0.517642,0
0.002911,0.707114,-0.001881,0.707091,-0.016676,-0.468963,0.891106,-0.017187,-0.471886,0.465494,0
-0.007714,0.707359,0.009105,0.706754,-0.087643,-0.479505,0.848977,-0.019863,-0.400706,0.59707,0
-0.0,0.707107,-0.0,0.707107,-0.051542,-0.428503,0.947556,0.079182,-0.485127,0.6147,0
0.007189,0.707081,-0.006168,0.707069,0.031019,-0.493259,0.907662,-0.036498,-0.482758,0.470908,0
0.007349,0.707054,-0.006676,0.70709,-0.013735,-0.417148,0.91011,-0.039436,-0.390141,0.474127,0
0.00282,0.706833,-0.002096,0.707372,-0.002806,-0.518173,0.949159,-0.087019,-0.451938,0.615333,1
-0.0,0.707107,0.0,0.707107,-0.020853,-0.454885,0.948083,0.183738,-0.517408,0.706237,0
0.008055,0.707078,-0.006999,0.707055,0.006367,-0.484199,0.867957,-1.477617,-7.801639,-19.445443,0
-0.00083,0.706958,0.00156,0.707253,0.005654,-0.463525,0.95575,-0.06231,-0.509624,0.578654,0
0.058342,0.705041,-0.05768,0.704405,-0.057005,-0.470379,0.892294,0.043847,-0.422517,0.61432,0
0.009841,0.706993,-0.008805,0.707097,-0.015049,-0.408666,0.850091,0.170493,-0.514793,0.648986,0
-0.00522,0.707233,0.006179,0.706935,-0.009437,-0.389564,0.924303,-0.01589,-0.415843,0.515843,0
0.003511,0.70718,-0.003218,0.707017,-0.054876,-0.4306,0.908154,-0.005317,-0.421626,0.59292,1
0.009116,0.707083,-0.008187,0.707024,-0.022588,-0.449574,0.900448,-0.002212,-0.459156,0.481692,0
0.006331,0.707094,-0.005404,0.707071,-0.002757,-0.490805,0.913723,-0.03257,-0.46663,0.521135,0
0.002228,0.70712,-0.001155,0.707089,-0.004317,-0.46642,0.894833,0.030352,-0.503134,0.483316,0
-0.004781,0.706994,0.005828,0.70718,-0.052048,-0.47446,0.866004,0.035347,-0.49799,0.716911,1
0.006431,0.707093,-0.005451,0.707071,-0.019098,-0.515455,0.874504,-0.04283,-0.461116,0.516318,0
0.086769,0.701721,-0.085739,0.701931,-0.039016,-0.458558,0.864778,-0.139955,-0.50145,0.60844,0
0.07491,0.703212,-0.073941,0.703146,0.024792,-0.387598,0.856541,0.214261,-0.57328,0.658007,0
-0.004039,0.706918,0.004182,0.707272,0.039177,-0.417027,0.84727,0.038335,-0.596429,0.733122,0
-0.005938,0.707211,0.00752,0.706937,-0.016586,-0.445178,0.91409,0.000869,-0.440921,0.613438,0
0.003525,0.707367,-0.001812,0.706835,0.021245,-0.434136,0.870173,-0.003107,-0.467719,0.574585,1
0.003111,0.708264,-0.002259,0.705937,-0.093513,-0.451861,0.917742,-0.041645,-0.472159,0.570362,0
0.001384,0.706818,-0.000731,0.707393,-0.0021,-0.451237,0.982608,-0.043272,-0.466503,0.637319,0
0.001663,0.707094,-0.000777,0.707118,0.012375,-0.452902,0.896606,-0.021089,-0.470106,0.469116,0
0.00694,0.70706,-0.006112,0.707093,-0.011202,-0.40023,0.887481,0.205622,-0.542998,0.705147,0
0.016221,0.706894,-0.01571,0.706959,-0.031618,-0.425826,0.889645,0.066636,-0.531568,0.705495,0
0.010597,0.707032,-0.009733,0.707035,0.015004,-0.484849,0.856811,1.059452,-5.835714,-11.611179,0
0.008551,0.707062,-0.008861,0.707045,-0.005415,-0.401123,0.837875,0.128109,-0.270533,0.728723,0
0.227114,0.668339,-0.208619,0.67692,-0.106669,-0.455211,0.827711,-0.023253,-0.48364,0.524075,0
0.003896,0.705545,-0.000308,0.708654,-0.018946,-0.416498,0.82786,0.108676,-0.501887,0.486778,0
0.017447,0.707018,-0.016794,0.706781,0.035408,-0.483279,0.878652,-0.031067,-0.453568,0.513218,0
-0.343815,0.620397,0.341252,0.616802,-0.016817,-0.405099,0.827472,0.138926,-0.535838,0.614702,0
0.001521,0.707153,-0.000349,0.707059,-0.035591,-0.470479,0.937559,0.024064,-0.470877,0.63558,1
-0.011741,0.706984,0.012637,0.707019,0.000389,-0.45507,0.831907,0.182262,-0.388846,0.505109,0
0.010882,0.706999,-0.010245,0.707057,-0.021647,-0.432119,0.886541,0.106676,-0.498411,0.703956,0
0.03204,0.706381,-0.031164,0.706419,-0.090269,-0.39356,0.864379,-0.226023,-0.635342,0.619984,0
0.034616,0.706231,-0.033551,0.706339,0.046323,-0.427101,0.851917,0.225607,-0.792958,0.614599,0
0.006619,0.706984,-0.005746,0.707175,0.017705,-0.451098,0.845683,-0.025011,1.333679,-8.672332,0
-0.006674,0.707082,0.007607,0.707059,0.016074,-0.48857,0.92795,-0.032282,-0.464875,0.470122,0
0.055039,0.704924,-0.053951,0.705084,-0.035811,-0.438107,0.83929,-0.066705,-0.678993,0.615253,0
0.046567,0.705763,-0.046037,0.705416,0.022965,-0.408655,0.875053,0.122228,-0.554503,0.676433,0
-0.003287,0.707264,0.004294,0.706928,0.017733,-0.49282,0.922306,-0.041543,-0.466024,0.469785,0
0.013842,0.707062,-0.012771,0.706901,0.020427,-0.428276,0.919736,0.053847,-0.403265,0.60606,1
-0.033746,0.706262,0.03468,0.706295,-0.044908,-0.431974,0.837005,-1.341143,-3.220609,-7.545276,0
0.007071,0.706928,-0.00642,0.707221,-0.028572,-0.460363,0.962548,-0.0286,-0.40933,0.682791,0
0.01131,0.707027,-0.010337,0.70702,-0.003304,-0.397893,0.862994,0.110342,-0.655204,0.626994,0
-0.030501,0.706449,0.031029,0.706425,-0.083437,-0.41498,0.838113,0.016171,-0.494123,0.743971,0
0.037949,0.706108,-0.0371,0.706113,-0.021374,-0.391256,0.866446,-0.073331,-0.468525,0.669356,0
0.002756,0.707024,-0.002039,0.707182,-0.006469,-0.459413,0.890668,-0.019132,-0.494248,0.521942,0
-0.000991,0.706947,0.001785,0.707264,-0.016751,-0.458443,0.987706,-0.079149,-0.492156,0.625011,1
-0.003366,0.707095,0.004326,0.707097,0.008974,-0.402741,0.913544,0.03536,-0.73424,0.715063,0
0.037711,0.706128,-0.036359,0.706144,0.004025,-0.466656,0.859848,-0.001273,-0.495275,0.459912,0
0.030046,0.704821,-0.025644,0.708284,-0.004206,-0.468088,0.827615,0.095501,-0.395918,0.514742,0
-0.081429,0.703426,0.084024,0.701072,-0.024853,-0.484447,0.827779,0.011375,-0.473874,0.500608,0
-0.004672,0.707088,0.005646,0.707088,-0.042951,-0.496121,0.928515,-0.030985,-0.464746,0.462875,0
0.029167,0.706681,-0.031464,0.70623,0.008218,-0.438977,0.827792,0.103988,-0.457271,0.498189,0
0.008117,0.707051,-0.007191,0.707079,-0.066322,-0.483567,0.899285,0.13587,-0.42199,0.614702,0
0.10557,0.699226,-0.104584,0.699285,0.030327,-0.376612,0.850749,0.131361,-0.538355,0.614702,0
0.010533,0.707038,-0.009524,0.707033,-0.034398,-0.49848,0.85476,-1.601413,-5.972382,-12.916846,0
-0.018557,0.706765,0.018882,0.706953,-0.027499,-0.419425,0.885744,0.005024,-0.406106,0.620317,0
0.001007,0.707085,0.00012,0.707128,0.03723,-0.451377,0.83599,3.660859,-0.345836,-22.788097,0
